BoatType,Ladies,Year,Military,Veteran,Position,NameUnsorted,Name,Club,Club1,C1,Class,SubClass,Time,Trophies,Record,Notes,Flow,Country,BoatDesign,Finish
Kayak,Male,1981,Civilian,Senior,28,Cartwright I & Edwards P,Cartwright I & Edwards P,Teign & Exeter,Teign,2,Senior,,22:55:57,,,,70.2,,,
Kayak,Male,1981,Army,Senior,29,Spence P & Night L,Night L & Spence P,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,23:05:47,,,,70.2,,,
Kayak,Male,1981,Army,Senior,30,Knight C B & Ryan Mark,Knight C B & Ryan Mark,29 Commando RA,29 Commando RA,9,Senior,,23:05:52,,,,70.2,,,
Kayak,Mixed,1981,Civilian,Junior,35,Hughes Sally & Middleton G W,Hughes Sally & Middleton G W,Perivale,Perivale,1,Junior,,23:12:00,,,,70.2,,,
Kayak,Male,1981,Army,Senior,31,Browing C & Alien E M,Alien E M & Browing C,29 Commando RA,29 Commando RA,9,Senior,,23:28:52,,,,70.2,,,
Kayak,Male,1981,Navy,Senior,32,Hill M S & Dunphy A,Dunphy A & Hill M S,Royal Marines,Royal Marines,187,Senior,,23:29:10,,,,70.2,,,
Kayak,Male,1981,Army,Senior,33,Wauters J & Wauters L,Wauters J & Wauters L,Para-Commando Belgium,Para-Commando Belgium,30,Senior,Overseas,23:36:37,,,,70.2,Belgium,,
Kayak,Male,1981,Civilian,Junior,36,Munday M & McDonald J A,McDonald J A & Munday M,Loughborough Grammar School,Loughborough Grammar School,1,Junior,,23:39:33,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,37,Williams D A & Davies G R,Davies G R & Williams D A,Ellesmere College F.,Ellesmere College F.,1,Junior,,23:41:02,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,34,Rose T J & Rutherford P,Rose T J & Rutherford P,Peers School,Peers School,2,Senior,,23:42:17,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,38,Budd P & Hargreaves D,Budd P & Hargreaves D,Devon & Cornwall Police,Devon & Cornwall Police,27,Junior,,23:44:02,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,35,Tipler G C & Guest R W,Guest R W & Tipler G C,RAF CA & Lincoln,RAF CA,19,Senior,,23:52:58,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,39,Tripp S M & Dunkley P A,Dunkley P A & Tripp S M,Thames Valley Police,Thames Valley Police,62,Junior,,23:59:58,,,,70.2,,,
Kayak,Male,1981,Navy,Senior,36,Smith A & Needham K A,Needham K A & Smith A,Royal Marines,Royal Marines,187,Senior,,24:01:00,,,,70.2,,,
Kayak,Male,1981,Army,Senior,37,Baggaley R C & Butcher D L,Baggaley R C & Butcher D L,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,24:17:05,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,38,Anderson P G & Dixon G K,Anderson P G & Dixon G K,Meridian,Meridian,16,Senior,,24:17:39,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,39,Stagg Richard V & Fletcher N,Fletcher N & Stagg Richard V,Nottingham University,Nottingham University,3,Senior,University,24:20:38,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,40,Marks M J & Sitton H T,Marks M J & Sitton H T,Infantry Junior Leaders Bn.,Infantry Junior Leaders Bn.,4,Junior,,24:26:00,,,,70.2,,,
Kayak,Male,1981,Army,Senior,40,Keeling P & Rylance R,Keeling P & Rylance R,25 Field Regt. R.A.,25 Field Regt. R.A.,3,Senior,,24:47:30,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,41,Hawksworth K & Poulsom C,Hawksworth K & Poulsom C,Devon & Cornwall Police,Devon & Cornwall Police,27,Junior,,24:52:40,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,42,White CD & Burrage M A,Burrage M A & White CD,Infantry Junior Leaders Bn.,Infantry Junior Leaders Bn.,4,Junior,,24:53:32,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,43,Etches R M & Gale G M,Etches R M & Gale G M,Infantry Junior Leaders Bn.,Infantry Junior Leaders Bn.,4,Junior,,24:56:37,,,,70.2,,,
Kayak,Male,1981,Army,Senior,41,Young SJ & Abson R S,Abson R S & Young SJ,Royal Military Col. of Science,Royal Military Col. of Science,45,Senior,,24:59:12,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,42,Cattermole J D & Sinclair P J,Cattermole J D & Sinclair P J,1st Lewes Venture Scouts,1st Lewes Venture Scouts,5,Senior,Scouts,25:06:48,,,,70.2,,,
Kayak,Male,1981,Navy,Senior,43,Baker DA & McArthur J C,Baker DA & McArthur J C,HMS Daedalus RNKA,HMS Daedalus RNKA,2,Senior,,25:23:01,Navy,,,70.2,,,
Kayak,Male,1981,Army,Senior,44,Thompson A B & Mills W J,Mills W J & Thompson A B,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,25:23:36,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,45,Stead M J & Curtis R,Curtis R & Stead M J,Independent,Independent,1146,Senior,,25:25:41,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,44,Hinds S & Bonham M,Bonham M & Hinds S,Aylesbury,Aylesbury,18,Junior,,25:37:09,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,46,Lawton CD & Coslett T,Coslett T & Lawton CD,Wey,Wey,51,Senior,,25:40:57,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,47,Turner K J & Finch MJ,Finch MJ & Turner K J,Oxford University,Oxford University,16,Senior,University,25:48:54,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,48,Chick S J & Pledger R J,Chick S J & Pledger R J,Selsey Sea Scouts,Selsey Sea Scouts,2,Senior,Scouts,25:51:45,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,49,Peacock L & Whitmill R,Peacock L & Whitmill R,London Cen. L V.LO. & Richmond,London Cen. L V.LO.,1,Senior,,25:54:39,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,45,Bradley I & Dexter C,Bradley I & Dexter C,HMS Fisgard,HMS Fisgard,47,Junior,,26:05:16,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,50,Catchlove R A F & Dolezal W,Catchlove R A F & Dolezal W,Maidstone,Maidstone,50,Senior,,26:11:45,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,46,Plant S & Price C,Plant S & Price C,HMS Fisgard,HMS Fisgard,47,Junior,,26:12:20,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,51,Hellawell D & Derwin S,Derwin S & Hellawell D,River Tees Canoe Assoc,River Tees Canoe Assoc,5,Senior,,26:21:12,,,,70.2,,,
Kayak,Ladies,1981,Civilian,Senior,52,Templeton Susan & Purkiss Rosemary,Purkiss Rosemary & Templeton Susan,Itchen Valley & Hampshire Association,Itchen Valley,16,Senior,,26:33:20,Ladies,,,70.2,,,
Kayak,Male,1981,Navy,Senior,53,Reece M & Finney G,Finney G & Reece M,Royal Marines,Royal Marines,187,Senior,,26:46:18,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,47,O'Donovan A R & Farmer S L,Farmer S L & O'Donovan A R,Downside School,Downside School,11,Junior,,26:54:04,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,48,Cheah S & Miller J D,Cheah S & Miller J D,Meridian,Meridian,16,Junior,,26:59:42,,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,49,Tilley EJ & Salisbury J,Salisbury J & Tilley EJ,Dauntsey's School,Dauntsey's School,214,Junior,,27:08:14,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,54,Hicks G J F & Hoyle D M,Hicks G J F & Hoyle D M,Westel,Westel,38,Senior,,27:51:10,,,,70.2,,,
Kayak,Ladies,1981,Civilian,Junior,51,Berry Debra & Ireson Kay,Berry Debra & Ireson Kay,Stubbers,Stubbers,34,Junior,,28:43:36,Ladies,,,70.2,,,
Kayak,Male,1981,Civilian,Junior,50,Evans DP & Tucker P,Evans DP & Tucker P,Woodlands School,Woodlands School,1,Junior,,28:47:26,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,55,Aldam I D & Middleton W,Aldam I D & Middleton W,Newham,Newham,33,Senior,,29:53:57,,,,70.2,,,
Kayak,Ladies,1981,Civilian,Veteran,56,Booth Ann-Marie & Ledger Jo,Booth Ann-Marie & Ledger Jo,Independent,Independent,1146,Senior,Vet Ladies,30:23:00,Veteran,,,70.2,,,
Kayak,Male,1981,Army,Senior,57,Wilton J de & Chanter C,Chanter C & Wilton J de,Royal Military Col. of Science,Royal Military Col. of Science,45,Senior,,31:13:10,,,,70.2,,,
Kayak,Male,1981,Army,Senior,58,Hall M & Saville J R,Hall M & Saville J R,Royal Military Col. of Science,Royal Military Col. of Science,45,Senior,,31:24:21,,,,70.2,,,
Canadian,Male,1981,Civilian,Senior,0,Bassett A & C1 Single,Bassett A & C1 Single,Chairman of US Canoe Association,Chairman of US Canoe Association,1,Senior,,31:36:29,,,Unofficial C1 - timed with 4 day Juniors,70.2,,,
Kayak,Male,1981,Civilian,Senior,59,Goldsmith D A & Neate P W,Goldsmith D A & Neate P W,Independent,Independent,1146,Senior,,31:36:41,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,60,Jones H W & Mann D,Jones H W & Mann D,Port of Plymouth C A,Port of Plymouth C A,2,Senior,,32:02:58,,,,70.2,,,
Kayak,Male,1981,Army,Senior,61,Hughes S & Bradbury K,Bradbury K & Hughes S,25 Field Regt. R.A.,25 Field Regt. R.A.,3,Senior,,32:37:37,,,,70.2,,,
Kayak,Male,1981,Army,Senior,62,Dryburgh F C & Neal J,Dryburgh F C & Neal J,25 Field Regt. R.A.,25 Field Regt. R.A.,3,Senior,,32:54:02,,,,70.2,,,
Kayak,Ladies,1981,Civilian,Senior,63,Lambert Sharon & Skinner Sheila,Lambert Sharon & Skinner Sheila,Independent,Independent,1146,Senior,,33:55:14,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,64,Ranee S D & Ranee B A,Ranee B A & Ranee S D,2nd Fareham Vent. Scouts,2nd Fareham Vent. Scouts,4,Senior,Scouts,34:36:22,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,65,Ogbum W D & Edyvean N J,Edyvean N J & Ogbum W D,Independent,Independent,1146,Senior,,34:45:56,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,66,Pettitt B T & Todman A J,Pettitt B T & Todman A J,University of E. Anglia,University of E. Anglia,2,Senior,University,34:50:04,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,67,Spice K P & Pryor M T,Pryor M T & Spice K P,Bewl Bridge,Bewl Bridge,1,Senior,,34:57:40,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,68,Oliver K J & Pickering J,Oliver K J & Pickering J,Mullard's and Old Edwardians R.C.,Mullard's and Old Edwardians R.C.,1,Senior,,34:58:13,,,,70.2,,,
Kayak,Mixed,1981,Civilian,Senior,69,Stevenson F R & Stevenson Janine,Stevenson F R & Stevenson Janine,Westel,Westel,38,Senior,,35:21:23,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,70,Feldmanis E & Foxtey I,Feldmanis E & Foxtey I,RNCS,RNCS,1,Senior,,35:28:42,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,71,Mortey J P & Cook S K,Cook S K & Mortey J P,1st Woodley Venture Scouts,1st Woodley Venture Scouts,9,Senior,Scouts,35:34:07,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,72,Nightingale D P & Unfell R,Nightingale D P & Unfell R,Independent,Independent,1146,Senior,,35:34:53,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,73,Aplin S G & Aplin B E,Aplin B E & Aplin S G,University of Loughborough,University of Loughborough,1,Senior,University,35:38:03,,,,70.2,,,
Kayak,Male,1981,Army,Senior,74,Luke T & Walton A,Luke T & Walton A,Junior Soldier's Battalion,Junior Soldier's Battalion,1,Senior,,35:38:43,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,75,HoItingshead MJ & Williams P M,HoItingshead MJ & Williams P M,Independent,Independent,1146,Senior,,35:39:37,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,76,Hope D J & Barnes C,Barnes C & Hope D J,Independent,Independent,1146,Senior,,35:40:07,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,77,Jenner R & Johnson P,Jenner R & Johnson P,Independent (Royal Oak),Independent (Royal Oak),2,Senior,,35:43:09,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,78,Berrill M & Wilkinson A,Berrill M & Wilkinson A,Military Works Force,Military Works Force,6,Senior,,35:53:44,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,79,Galloway R & Howard G,Galloway R & Howard G,Military Works Force,Military Works Force,6,Senior,,36:07:33,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,80,Wray M & Wilks D G,Wilks D G & Wray M,Military Works Force,Military Works Force,6,Senior,,36:18:47,,,,70.2,,,
Kayak,Male,1981,Army,Senior,81,Breeze P M & MacFarlane R,Breeze P M & MacFarlane R,6 Fd. Force Ordnance Coy.,6 Fd. Force Ordnance Coy.,3,Senior,,36:27:45,,,,70.2,,,
Canadian,Male,1981,Civilian,Senior,82,Porte J & Ashby B,Ashby B & Porte J,"Y.M.C A, Corning, New York","Y.M.C A, Corning, New York",1,Senior,Overseas,36:31:54,Canadian,,,70.2,USA,,
Kayak,Male,1981,Civilian,Senior,83,Wills M T & Stead R F,Stead R F & Wills M T,2nd Fareham Vent. Scouts,2nd Fareham Vent. Scouts,4,Senior,Scouts,36:34:44,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,84,Speed G C & Kelly M J,Kelly M J & Speed G C,Independent (Royal Oak),Independent (Royal Oak),2,Senior,,36:38:19,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,85,Corbett A & Lovely W,Corbett A & Lovely W,Royal Oak Windsor,Royal Oak Windsor,2,Senior,,36:44:04,,,,70.2,,,
Kayak,Male,1981,Army,Senior,86,Longworth S J & Laycock M,Laycock M & Longworth S J,1st. Green Howards & 1st Green Howards,1st. Green Howards,1,Senior,,36:48:01,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,87,Jones A1 & Bell M,Bell M & Jones A1,6th Rickmansworth Scout Leaders,6th Rickmansworth Scout Leaders,1,Senior,Scouts,36:52:01,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,88,Fallows A J & Fallows Roger,Fallows A J & Fallows Roger,Isle of Wight,Isle of Wight,1,Senior,,37:04:09,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,89,Dilworth M R & Hobbs C E,Dilworth M R & Hobbs C E,Crawley West Venture Scouts,Crawley West Venture Scouts,3,Senior,Scouts,37:39:07,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,90,Roberts N & Carter M,Carter M & Roberts N,Rushmoor Lifeguards,Rushmoor Lifeguards,1,Senior,,38:01:00,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,91,Catlin Ngaire & Catlin B,Catlin B & Catlin Ngaire,Telford,Telford,1,Senior,,49:02:38,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,92,Mudge G R & Nicholl A J,Mudge G R & Nicholl A J,Independent,Independent,1146,Senior,,55:03:43,,,,70.2,,,
Kayak,Male,1981,Army,Senior,93,Greene R M & Bartzsch P G,Bartzsch P G & Greene R M,6 Fd. Force Ordnance Coy.,6 Fd. Force Ordnance Coy.,3,Senior,,58:35:35,,,,70.2,,,
Kayak,Male,1981,Army,Senior,94,Crawford A & Johnson A,Crawford A & Johnson A,6 Fd. force Ordnance Coy.,6 Fd. force Ordnance Coy.,3,Senior,,59:10:56,,,,70.2,,,
Kayak,Male,1981,Civilian,Senior,95,Mortimore A N & Russell D A,Mortimore A N & Russell D A,Independent,Independent,1146,Senior,,59:16:24,,,,70.2,,,
Kayak,Mixed,1981,Navy,Senior,96,Lane J M & Lane Miranda,Lane J M & Lane Miranda,Royal Navy,Royal Navy,54,Senior,,59:29:15,,,,70.2,,,
Kayak,Male,1982,Civilian,Junior,1,Wells Mike J & Matthews T R,Matthews T R & Wells Mike J,Richmond & Royal Marines,Richmond,265,Junior,,15:37:02,,,,116,,,
Kayak,Male,1982,Civilian,Senior,1,Kinch R & Belcher R J,Belcher R J & Kinch R,Reading and Leighton Park,Reading and Leighton Park,21,Senior,,16:09:49,Civilian,,,116,,,
Kayak,Male,1982,Civilian,Junior,2,Howell-Jones R & Loughrey D,Howell-Jones R & Loughrey D,Leighton Park School,Leighton Park School,43,Junior,,16:10:27,Civilian,,,116,,,
Kayak,Male,1982,Civilian,Junior,3,Ward R & Dawson A,Dawson A & Ward R,Preston Brook,Preston Brook,2,Junior,,16:13:09,,,,116,,,
Kayak,Male,1982,Civilian,Senior,2,Freeman N & Freeman R A,Freeman N & Freeman R A,Metropolitan Police,Metropolitan Police,247,Senior,Police,16:33:01,,Police,,116,,,
Kayak,Male,1982,Civilian,Senior,3,Roseling J & Watson P C,Roseling J & Watson P C,Bradford on Avon,Bradford on Avon,57,Senior,,16:37:01,,,,116,,,
Kayak,Male,1982,Civilian,Senior,4,Thorogood R G & Bennett A J,Bennett A J & Thorogood R G,Stubbers,Stubbers,34,Senior,,16:55:40,,,,116,,,
Kayak,Male,1982,Civilian,Senior,5,O'Donovan J & O'Donovan D,O'Donovan D & O'Donovan J,,,44,Senior,,17:09:12,,,,116,,,
Kayak,Male,1982,Civilian,Junior,4,Blackman I O & Barden P,Barden P & Blackman I O,Marlow and Chelmsford,Marlow and Chelmsford,1,Junior,,17:28:14,,,,116,,,
Kayak,Male,1982,Army,Senior,6,Wood T & Heath A,Heath A & Wood T,Royal Engineers,Royal Engineers,224,Senior,,17:33:12,Services,,,116,,,
Kayak,Male,1982,Army,Senior,7,Andrews D E & Howie David,Andrews D E & Howie David,21 (Artists),21 (Artists),62,Senior,,17:44:10,,,,116,,,
Kayak,Male,1982,Civilian,Junior,5,Kendall T & Cole W,Cole W & Kendall T,Leighton Park School,Leighton Park School,43,Junior,,17:57:32,Home Built,Youngest Crew at 14 & 15,Claimed to be Youngest Junior Crew at 14 & 15,116,,,
Kayak,Male,1982,Civilian,Junior,6,Bradley P & Challacombe S N,Bradley P & Challacombe S N,Warren,Warren,39,Junior,,17:58:11,,,,116,,,
Kayak,Male,1982,Civilian,Junior,7,Mannering N & Tuckwood L,Mannering N & Tuckwood L,Metropolitan Police,Metropolitan Police,247,Junior,Police,17:59:34,Police,,,116,,,
Kayak,Male,1982,Civilian,Junior,9,Force R & Stoodley C,Force R & Stoodley C,Metropolitan Police,Metropolitan Police,247,Junior,,18:36:34,,,,116,,,
Kayak,Male,1982,Civilian,Junior,10,Newey C & Topham Nik J,Newey C & Topham Nik J,Warren,Warren,39,Junior,,18:36:40,,,,116,,,
Kayak,Male,1982,Civilian,Senior,8,Vincent R J & Beaver Tim E,Beaver Tim E & Vincent R J,78th Leicester V Scouts,78th Leicester V Scouts,2,Senior,Scouts,18:43:44,Scouts,,,116,,,
Kayak,Male,1982,Civilian,Junior,11,Wright P W J & Morris A P,Morris A P & Wright P W J,Harlow Outdoor Pursuits,Harlow Outdoor Pursuits,18,Junior,,18:45:00,,,,116,,,
Kayak,Male,1982,Civilian,Junior,12,Gilkes S R & Humphries P J,Gilkes S R & Humphries P J,Thames Valley Police,Thames Valley Police,62,Junior,,18:45:38,,,,116,,,
Kayak,Male,1982,Civilian,Junior,8,Moore P & Pearson C,Moore P & Pearson C,Bryanston School,Bryanston School,114,Junior,,18:51:31,,,,116,,,
Kayak,Male,1982,Civilian,Senior,9,Craddock John & Peters C N,Craddock John & Peters C N,Portscreek Venture Scouts,Portscreek Venture Scouts,6,Senior,,19:04:31,,,,116,,,
Kayak,Male,1982,Civilian,Junior,13,Jackson S & Lett R,Jackson S & Lett R,Metropolitan Police,Metropolitan Police,247,Junior,,19:09:50,,,,116,,,
Kayak,Male,1982,Civilian,Junior,14,Motto T A & Chapman M D,Chapman M D & Motto T A,Thames Valley Police,Thames Valley Police,62,Junior,,19:12:13,,,,116,,,
Kayak,Male,1982,Civilian,Senior,10,Kraaijenga Jaap & Huizing Eise,Huizing Eise & Kraaijenga Jaap,Alskv Levitas,Alskv Levitas,16,Senior,Overseas,19:22:21,,,,116,Netherlands,,
Kayak,Male,1982,Army,Senior,11,Knight L & Spence P,Knight L & Spence P,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,19:23:23,,,,116,,,
Kayak,Male,1982,Civilian,Senior,12,Dews C & Mannering David Robert,Dews C & Mannering David Robert,Metropolitan Police,Metropolitan Police,247,Senior,Police,19:29:42,,,,116,,,
Kayak,Male,1982,Civilian,Senior,13,Gillman C R & Little R J,Gillman C R & Little R J,Totness,Totness,5,Senior,,19:30:21,,,,116,,,
Kayak,Male,1982,Army Reserve,Senior,14,Gardiner M P & Gregory R M,Gardiner M P & Gregory R M,21 (Artists),21 (Artists),62,Senior,,19:31:07,Reserve,,,116,,,
Kayak,Male,1982,Civilian,Senior,15,Wibrew Michael & Richardson David,Richardson David & Wibrew Michael,Gillingham,Gillingham,27,Senior,,19:45:32,,,,116,,,
Kayak,Male,1982,Civilian,Senior,16,Bayliss A & Crow A I,Bayliss A & Crow A I,Ellsmere College F.,Ellsmere College F.,1,Senior,,19:45:43,,,,116,,,
Kayak,Mixed,1982,Civilian,Senior,17,Oliver George & Nadal Kathleen,Nadal Kathleen & Oliver George,Nottingham,Nottingham,67,Senior,,19:48:16,"Mixed,Home Built",,,116,,,
Kayak,Male,1982,Army,Senior,18,Barkes CJ & Starling J A,Barkes CJ & Starling J A,Royal Military Col. of Science,Royal Military Col. of Science,45,Senior,,19:49:01,,,,116,,,
Kayak,Male,1982,Civilian,Senior,19,Birnie C D & Hudson K J,Birnie C D & Hudson K J,Wokingham Scouts,Wokingham Scouts,36,Senior,Scouts,19:53:48,,,,116,,,
Kayak,Male,1982,Civilian,Senior,20,Gurr G & Bragg A,Bragg A & Gurr G,Stubbers,Stubbers,34,Senior,,19:54:08,,,,116,,,
Kayak,Male,1982,Civilian,Senior,21,Harvey C R & Stilling J R,Harvey C R & Stilling J R,Liverpool University,Liverpool University,6,Senior,University,19:55:26,,,,116,,,
Kayak,Male,1982,Civilian,Junior,15,Kings A N & Tripp S M,Kings A N & Tripp S M,Thames Valley Police,Thames Valley Police,62,Junior,,20:06:01,,,,116,,,
Kayak,Male,1982,Civilian,Junior,16,Tanner L & Dodd M,Dodd M & Tanner L,"Army Apprentices College, Chepstow","Army Apprentices College, Chepstow",12,Junior,,20:10:53,,,,116,,,
Kayak,Male,1982,Civilian,Junior,17,Palmer P & Palmer S,Palmer P & Palmer S,Harlow K.C.,Harlow K.C.,4,Junior,,20:11:10,,,,116,,,
Kayak,Male,1982,Civilian,Junior,18,Bushell R D & Berry I F,Berry I F & Bushell R D,Stubbers,Stubbers,34,Junior,,20:19:07,,,,116,,,
Kayak,Male,1982,Army,Senior,22,Musgrove C & Clews M,Clews M & Musgrove C,Royal Military Col. of Science,Royal Military Col. of Science,45,Senior,,20:19:42,,,,116,,,
Kayak,Male,1982,Civilian,Junior,19,Davies P M & Hine K S,Davies P M & Hine K S,Thames Valley Police,Thames Valley Police,62,Junior,,20:21:50,,,,116,,,
Kayak,Male,1982,Army Reserve,Senior,23,Hayes Des & Last N,Hayes Des & Last N,21 (Artists),21 (Artists),62,Senior,,20:25:25,,,,116,,,
Kayak,Male,1982,Navy,Senior,24,Smith S L & Kimbrey J M,Kimbrey J M & Smith S L,Royal Marines,Royal Marines,187,Senior,,20:29:47,,,,116,,,
Kayak,Male,1982,Civilian,Junior,20,Plimmer C D & Jarvis P H,Jarvis P H & Plimmer C D,Forton Duchy V.S.U. and,Forton Duchy V.S.U. and,1,Junior,Scouts,20:32:47,Scouts,,,116,,,
Kayak,Male,1982,Civilian,Senior,25,Brady P & Hal A,Brady P & Hal A,Harlow Outdoor Pursuits,Harlow Outdoor Pursuits,18,Senior,,20:38:00,,,,116,,,
Kayak,Male,1982,Army,Senior,26,Gibson I R & Watling J,Gibson I R & Watling J,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,20:40:07,,,,116,,,
Kayak,Mixed,1982,Civilian,Senior,27,Purkiss Rosemary & Frtchet A,Frtchet A & Purkiss Rosemary,Poole Harbour,Poole Harbour,99,Senior,,20:44:20,,,,116,,,
Kayak,Male,1982,Civilian,Senior,28,Adtem P & Bailey I,Adtem P & Bailey I,Newbury,Newbury,24,Senior,,20:46:43,,,,116,,,
Kayak,Male,1982,Army,Senior,29,Oliver P A & Perfect R W J,Oliver P A & Perfect R W J,Royal Engineers,Royal Engineers,224,Senior,,20:47:40,,,,116,,,
Kayak,Male,1982,Army,Senior,30,Baggaley R C & Chaloner N S,Baggaley R C & Chaloner N S,32 G.W.Reg/RA,32 G.W.Reg/RA,8,Senior,,20:55:53,,,,116,,,
Canadian,Male,1982,Civilian,Senior,31,Hecker N & Drake R,Drake R & Hecker N,New york CRA/US CA,New york CRA/US CA,3,Senior,Overseas,21:00:57,Canadian,,,116,USA,,
Kayak,Male,1982,Civilian,Senior,32,O'Neill B & Macdonald A M,Macdonald A M & O'Neill B,Liverpool University,Liverpool University,6,Senior,University,21:02:22,,,,116,,,
Kayak,Ladies,1982,Civilian,Junior,21,Bates Sally & Jones Angela,Bates Sally & Jones Angela,Thames Valley Police,Thames Valley Police,62,Junior,,21:07:44,Ladies,,,116,,,
Kayak,Male,1982,Civilian,Senior,33,Catchlove R A F & Elliott R N,Catchlove R A F & Elliott R N,Gillingham,Gillingham,27,Senior,,21:08:41,,,,116,,,
